# name                         ra_j2000_formula dec_j2000_formula gucds_shortname ref_discovery                    multiplesystem_unresolved_in_this_table multiplesystem_resolved_in_this_table     youth_evidence      age_category                 designation_2mass        ra_epoch_2mass dec_epoch_2mass epoch_2mass J_2MASS Jerr_2MASS ref_J_2MASS H_2MASS Herr_2MASS ref_H_2MASS Ks_2MASS Kserr_2MASS ref_Ks_2MASS  Cflg_2MASS designation_MKO             Y_MKO   Yerr_MKO ref_Y_MKO      J_MKO   Jerr_MKO ref_J_MKO     H_MKO   Herr_MKO ref_H_MKO      K_MKO  Kerr_MKO ref_K_MKO     designation_WISE           ra_j2000_WISE dec_j2000_WISE W1     W1err W2     W2err W3     W3err W4     W4err ch1    ch1err ch2    ch2err ref_Spitzer    spt_opt       ref_spt_opt spt_ir             ref_spt_ir     spt_opt_flt spt_ir_flt spt_adop_flt plx_formula plxerr_formula ref_plx_formula banyan_sigma_max_hypo_young banyan_sigma_max_prob_young
  "WISEA J211157.85-521111.2"  317.9921         -52.1868          J2111-5211      Luhm14c                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          16.56   0.17       Skru06      15.92   0.21       Skru06      15.252   ""          Skru06        ""         ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J211157.72-521110.8" 317.9920959   -52.1867648    15.336 0.02  14.367 0.018 12.052 ""    8.452  ""    ""     ""     ""     ""     ""             ""            ""          T2.5               Luhm14c        ""          92.5       92.5         ""          ""             ""              USCO                        0.0                        
  "2MASS J21123034+0758505"    318.1265         7.9806            J2112+0758      Kell17                           N                                       N                                         N                   Field                        "2MASS J21123034+0758505" 318.126431     7.980705        2000-09-04  16.256  0.097      Cutr03      15.632  0.162      Cutr03      15.224   0.157       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J211230.37+075850.0" 318.1264157   7.980588       14.653 0.016 14.32  0.018 12.52  ""    9.053  ""    ""     ""     ""     ""     ""             ""            ""          M9                 Kell17         ""          79.0       79.0         ""          ""             ""              BPMG                        0.0                        
  "2MASSW J2113029-100941"     318.2622         -10.1614          J2113-1009      Gizi00c                          "Y: Guen03;Gaia23"                      N                                         N                   Field                        "2MASS J21130293-1009412" 318.262225     -10.161449      2000-10-23  12.854  0.021      Cutr03      12.219  0.024      Cutr03      11.9227  0.0013      McMa21        000        "VHS J211302.91-100942.6"   13.5013 0.0016   McMa21         12.8137 0.001    McMa21        ""      ""       ""             ""     ""       ""            "CWISE J211302.90-100943.0" 318.2622111   -10.1614119    11.689 0.013 11.476 0.009 11.296 0.191 8.916  ""    ""     ""     ""     ""     ""             M6            Gizi00c     ""                 ""             76.0        ""         76.0         18.33       0.14           Gaia23          UCL                         0.0                        
  "ULAS J211317.05+001840.7"   318.3212         0.3127            ""              Card15                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J211317.05+001840.7"  19.595  0.115    Lawr12         18.292  0.067    Lawr12        18.463  0.177    Lawr12         18.474 0.24     Lawr12        "CWISE J211317.09+001841.1" 318.3211525   0.3126722      18.189 0.139 16.197 0.077 ""     ""    ""     ""    ""     ""     ""     ""     ""             ""            ""          T4.6               Card15         ""          94.6       94.6         ""          ""             ""              BPMG                        0.337                      
  "PSO J318.4243+35.1277"      318.4239         35.128            J2113+3507      Alle16a                          N                                       N                                         YMG;lowg            ABDMG                        "2MASS J21134171+3507408" 318.423817     35.128021       1998-05-29  14.292  0.03       Cutr03      13.435  0.028      Cutr03      12.805   0.028       Cutr03        sss        ""                          15.363  0.05     Schn23b;UCS_24 14.221  0.004    Schn23b       13.47   0.02     Alle16a        12.753 0.003    Schn23b       "CWISE J211341.86+350739.5" 318.4238292   35.1279316     12.212 0.011 11.872 0.009 11.021 0.125 8.984  ""    ""     ""     ""     ""     ""             ""            ""          "L0.9: INT-G"      Alle16a        ""          80.9       80.9         32.71       0.3            Gaia23          ABDMG                       0.987                      
  "PSO J318.5338-22.8603"      318.5335         -22.86            J2114-2251      Liu_13b                          N                                       N                                         YMG;lowg            BPMG                         "2MASS J21140802-2251358" 318.53344      -22.859955      1999-05-06  17.294  0.08       Fahe16      15.624  0.04       Fahe16      14.435   0.04        Fahe16        ""         ""                          18.81   0.1      Liu_13b        17.15   0.04     Liu_13b       15.68   0.02     Liu_13b        14.41  0.02     Liu_13b       "CWISE J211408.18-225138.1" 318.5334232   -22.8599452    13.21  0.013 12.526 0.01  11.946 0.413 8.089  ""    ""     ""     ""     ""     ""             ""            ""          "L7: VL-G"         Liu_13b        ""          87.0       87.0         45.1        1.7            Liu_16          BPMG                        0.993                      
  "2MASS J21144103-4339531"    318.6709         -43.6648          J2114-4339      Gagn15c                          N                                       N                                         N                   FLD-G                        "2MASS J21144103-4339531" 318.670967     -43.664768      1999-08-13  13.016  0.022      Cutr03      12.351  0.024      Cutr03      11.953   0.024       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J211441.13-433955.2" 318.6709387   -43.6647556    11.741 0.013 11.509 0.008 11.226 0.179 8.958  ""    ""     ""     ""     ""     ""             ""            ""          "M9.0 FLD-G"       Gagn15c        ""          79.0       79.0         ""          ""             ""              BPMG                        0.279                      
  "WISEA J211456.86-180519.0"  318.7381         -18.087           ""              Meis20b                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          18.09    ""          Meis20b       ""         "VHS J211456.73-180520.8"   19.4599 0.0784   McMa21         18.3399 0.0577   McMa21        ""      ""       ""             ""     ""       ""            "CWISE J211456.69-180521.4" 318.7380658   -18.0870227    18.275 0.174 15.014 0.031 11.915 ""    8.05   ""    16.79  0.03   14.94  0.02   Meis20b        ""            ""          T8                 Meis20b        ""          98.0       98.0         59.0        11.0           Kirk21          USCO                        0.0                        
  "WISEA J211543.59-322540.4"  318.9312         -32.4273          J2115-3225      Kirk14                           N                                       N                                         N                   Field                        "2MASS J21154347-3225379" 318.931148     -32.427216      1999-07-09  13.794  0.029      Cutr03      13.13   0.03       Cutr03      12.734   0.03        Cutr03        000        ""                          14.518  0.058    Best21         13.766  0.029    Best21        13.182  0.03     Best21         12.715 0.03     Best21        "CWISE J211543.63-322541.4" 318.9312307   -32.4272702    12.549 0.012 12.395 0.01  12.485 0.498 8.825  ""    ""     ""     ""     ""     ""             ""            ""          M6:                Kirk14         ""          76.0       76.0         19.39       0.17           Gaia23          TAU                         0.0                        
  "LP 397-10"                  319.0263         22.6462           J2116+2238      Cruz02                           N                                       N                                         N                   Field                        "2MASS J21160629+2238462" 319.026234     22.646187       1998-07-10  11.783  0.021      Cutr03      11.297  0.016      Cutr03      10.827   0.016       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J211606.38+223849.2" 319.0262558   22.6462128     10.636 0.013 10.43  0.008 10.213 0.055 8.708  ""    ""     ""     ""     ""     ""             M6            Reid03a     ""                 ""             76.0        ""         76.0         47.64       0.04           Gaia23          ARG                         0.0                        
  "ULAS J211616.26-010124.3"   319.0669         -1.0243           J2116-0101      Burn13                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J211616.26-010124.3"  19.528  0.118    WFAU19         18.27   0.07     Burn13        ""      ""       ""             ""     ""       ""            "CWISE J211616.13-010125.2" 319.066926    -1.0242653     17.227 0.062 16.242 0.078 12.635 ""    8.285  ""    ""     ""     ""     ""     ""             ""            ""          T6                 Burn13         ""          96.0       96.0         ""          ""             ""              ARG                         0.429                      
  "2MASS J21163374-0729200"    319.1405         -7.4889           J2116-0729      Geis11                           N                                       N                                         N                   Field                        "2MASS J21163374-0729200" 319.140596     -7.48891        2000-08-09  17.197  0.214      Cutr03      16.205  0.133      Cutr03      14.979   0.133       Cutr03        c00        ""                          18.526  0.22     Best21         17.133  0.214    Best21        16.288  0.133    Best21         14.964 0.133    Best21        "CWISE J211633.69-072921.9" 319.1404315   -7.4888557     14.588 0.017 14.349 0.02  11.806 ""    8.486  ""    ""     ""     ""     ""     ""             ""            ""          L6                 Geis11         ""          86.0       86.0         ""          ""             ""              UCL                         0.0                        
  "PSO J319.3102-29.6682"      319.3097         -29.6677          J2117-2940      Best15                           N                                       N                                         N                   Field                        "2MASS J21171431-2940034" 319.309634     -29.667616      1998-08-04  15.601  0.06       Cutr03      14.527  0.066      Cutr03      14.15    0.066       Cutr03        000        ""                          16.595  0.018    Best21         15.45   0.016    Best15        14.655  0.012    Best15         14.167 0.053    Best21        "CWISE J211714.50-294006.2" 319.3097019   -29.6677002    13.526 0.013 12.863 0.01  11.521 0.213 8.797  ""    13.03  0.01   12.9   0.02   Kirk21         ""            ""          T0:                Best15         ""          90.0       90.0         76.0        4.0            Kirk21          BPMG                        0.009                      
  "SIMP J21174252-0611132"     319.4271         -6.187            J2117-0611      Robe16                           N                                       N                                         N                   Field                        "2MASS J21174252-0611132" 319.427178     -6.187009       2000-08-08  16.142  0.081      Cutr03      15.161  0.084      Cutr03      14.923   0.107       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J211742.67-061115.7" 319.4270554   -6.1869594     14.525 0.017 14.249 0.02  12.376 ""    8.788  ""    ""     ""     ""     ""     ""             ""            ""          "L2.5: pec"        Robe16         ""          82.5       82.5         15.3        1.5            Gaia23          ABDMG                       0.0                        
  "WISEA J211807.07-321713.5"  319.5291         -32.2861          J2118-3217      Luhm14c                          N                                       N                                         N                   Field                        "2MASS J21180695-3217095" 319.528991     -32.285992      1998-08-15  15.445  0.053      Cutr03      14.565  0.057      Cutr03      14.093   0.057       Cutr03        000        ""                          16.482  0.073    Best21         15.382  0.053    Best21        14.634  0.057    Best21         14.075 0.057    Best21        "CWISE J211807.10-321715.5" 319.5291183   -32.2860376    13.814 0.013 13.598 0.013 11.96  ""    8.959  ""    ""     ""     ""     ""     ""             ""            ""          L1.5               Luhm14c        ""          81.5       81.5         21.3        1.2            Gaia23          ABDMG                       0.0                        
  "[HB88] M18"                 319.6324         -45.0979          J2118-4505      Hawk88a                          N                                       N                                         N                   Field                        "2MASS J21183174-4505522" 319.632277     -45.097851      1999-09-16  13.425  0.025      Cutr03      12.768  0.03       Cutr03      12.368   0.03        Cutr03        000        ""                          14.215  0.056    Best21         13.387  0.025    Best21        12.832  0.03     Best21         12.344 0.03     Best21        "CWISE J211832.42-450600.7" 319.6322815   -45.0977646    12.164 0.013 11.861 0.009 11.226 0.154 8.888  ""    ""     ""     ""     ""     ""             M8.5          Lodi05b     M8.6               Bard14         78.5        78.6       78.5         36.81       0.18           Gaia23          TAU                         0.0                        
  "SDSS J211846.77-001044.6"   319.6949         -0.1791           J2118-0010      West08                           N                                       N                                         N                   Field                        "2MASS J21184677-0010447" 319.694881     -0.1791         2000-09-24  16.204  0.107      Cutr03      15.618  0.13       Cutr03      15.071   0.13        Cutr03        000        "ULAS J211846.80-001044.3"  17.415  0.022    Lawr12         16.304  0.013    Lawr12        15.691  0.012    Lawr12         15.166 0.012    Lawr12        "CWISE J211846.83-001044.1" 319.6949199   -0.1791849     14.83  0.017 14.697 0.024 12.268 ""    9.04   ""    ""     ""     ""     ""     ""             L1            Zhan09      L2.2:              Bard14         81.0        82.2       81.0         ""          ""             ""              ARG                         0.0                        
  "HD 203030B"                 319.7457         26.2295           J2118+2613      Metc06                           N                                       N                                         primary;lowg        "HD 203030B"                 ""                       ""             ""              ""          18.77   0.08       Mile17      17.57   0.08       Mile17      16.21    0.1         Metc06        ""         ""                          20.03   0.09     Best21         18.77   0.08     Mile17        17.57   0.08     Mile17         16.16  0.1      Fahe12        ""                         ""            ""             ""     ""    ""     ""    ""     ""    ""     ""    15.01  0.4    14.63  0.26   Mart22         ""            ""          L7.5               Metc06         ""          87.5       87.5         25.46       0.021          Gaia23          ARG                         0.0                        
  "PSO J319.7576-13.0982"      319.7571         -13.0982          ""              Sang23                           N                                       N                                         lowg                VL-G                         "2MASS J21190170-1305532" 319.757117     -13.098122      1998-05-16  17.632  ""         Cutr03      15.822  0.112      Cutr03      14.764   0.112       Cutr03        0c0        ""                          ""      ""       ""             ""      ""       ""            15.929  0.112    Best21         14.722 0.112    Best21        "CWISE J211901.86-130553.5" 319.75714     -13.0981062    13.903 0.018 13.404 0.014 ""     ""    ""     ""    ""     ""     ""     ""     ""             ""            ""          "L5 red"           Sang23         ""          85.0       85.0         ""          ""             ""              ARG                         0.76                       
  "WISEA J212021.16+265218.7"  320.089          26.8725           J2120+2652      Kirk16                           N                                       N                                         N                   Field                        "2MASS J21202140+2652215" 320.089182     26.872658       1997-10-29  14.627  0.037      Cutr03      14.115  0.036      Cutr03      13.893   0.052       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J212021.06+265217.8" 320.0890249   26.8725269     13.597 0.014 13.332 0.012 12.365 ""    8.644  ""    ""     ""     ""     ""     ""             M7            Kirk16      ""                 ""             77.0        ""         77.0         12.46       0.19           Gaia23          UCL                         0.0                        
  "2MASS J21203387-0747208"    320.1412         -7.7891           ""              Kell15                           N                                       N                                         N                   Field                        "2MASS J21203387-0747208" 320.141153     -7.789127       2000-08-09  17.17   0.06       Kell15      16.24   0.05       Kell15      15.68    0.05        Kell15        ""         ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J212033.87-074721.7" 320.1411887   -7.7894256     14.572 0.017 14.382 0.02  12.024 ""    8.359  ""    ""     ""     ""     ""     ""             ""            ""          L2                 Kell15         ""          82.0       82.0         ""          ""             ""              UCL                         0.0                        
  "WISE J212100.87-623921.6"   320.2513         -62.6553          J2121-6239      Beam15                           N                                       N                                         N                   Field                        "2MASS J21210032-6239194" 320.251369     -62.655403      2000-07-30  15.434  0.054      Cutr03      14.535  0.06       Cutr03      14.27    0.074       Cutr03        000        ""                          ""      ""       ""             15.16   0.01     McMa13        ""      ""       ""             ""     ""       ""            "CWISE J212101.13-623922.7" 320.2513177   -62.6552754    13.793 0.013 13.014 0.009 11.3   0.161 8.513  ""    ""     ""     13.16  0.03   Kirk21         ""            ""          T2                 Beam15         ""          92.0       92.0         75.0        3.0            Kirk21          ARG                         0.673                      
  "PSO J320.4948-18.8889"      320.4947         -18.8888          ""              Alle16b;Lieb06a-phot             N                                       N                                         lowg                INT-G                        "2MASS J21215874-1853194" 320.49478      -18.888729      1998-07-09  13.44   0.026      Cutr03      12.776  0.024      Cutr03      12.276   0.026       Cutr03        000        ""                          ""      ""       ""             13.39   0.06     Alle16b       12.81   0.06     Alle16b        12.29  0.06     Alle16b       "CWISE J212158.76-185320.3" 320.4947725   -18.8887368    12.018 0.014 11.729 0.009 11.05  0.158 8.256  ""    ""     ""     ""     ""     ""             ""            ""          "M8.5 INT-G"       Alle16b        ""          78.5       78.5         16.67       0.21           Gaia23          THA                         0.082                      
  "CFBDS J212243.69+042941.9"  320.6822         4.495             J2122+0429      Albe11                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         ""                          ""      ""       ""             17.826  0.044    Schn23b       ""      ""       ""             16.91  0.088    Schn23b       "CWISE J212243.73+042939.9" 320.6822494   4.4949547      16.392 0.032 15.822 0.055 12.382 ""    8.911  ""    ""     ""     ""     ""     ""             ""            ""          T2                 Albe11         ""          92.0       92.0         ""          ""             ""              ABDMG                       0.016                      
  "WISE J212321.92-261405.1"   320.8408         -26.2344          J2123-3614      Mace13a                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          17.54   0.08       Kirk21      17.46   0.08       Kirk21      17.56    0.11        McMa13        ""         ""                          18.069  0.057    Best21         17.03   0.02     Best20        17.517  0.059    Best21         17.691 0.074    Best21        "CWISE J212321.88-261404.7" 320.8407801   -26.2344031    16.719 0.045 14.458 0.024 11.634 ""    8.598  ""    15.94  0.03   14.45  0.02   Mace13a        ""            ""          T5.5               Mace13a        ""          95.5       95.5         41.0        3.0            Kirk21          UCL                         0.0                        
  "WISEA J212354.78-365223.4"  320.9767         -36.8725          J2123-3652      Luhm14c                          N                                       N                                         N                   Field                        "2MASS J21235440-3652208" 320.976674     -36.872471      1999-10-28  15.384  0.053      Cutr03      14.549  0.062      Cutr03      13.985   0.062       Cutr03        000        ""                          16.484  0.073    Best21         15.317  0.053    Best21        14.621  0.062    Best21         13.966 0.062    Best21        "CWISE J212355.03-365225.3" 320.9766204   -36.8724613    13.646 0.031 13.425 0.034 12.431 0.531 9.11   ""    ""     ""     ""     ""     ""             ""            ""          L1.5               Luhm14c        ""          81.5       81.5         25.1        0.7            Gaia23          TAU                         0.0                        
  "SDSS J212413.89+010000.3"   321.0579         0.9999            J2124+0059      Knap04                           N                                       N                                         N                   Field                        "2MASS J21241387+0059599" 321.057832     0.999977        2000-08-18  16.031  0.074      Cutr03      16.183  ""         Cutr03      15.91    0.01        McMa13        000        "ULAS J212413.99+010002.5"  17.207  0.016    Lawr12         15.829  0.008    WFAU19        16.051  0.02     Lawr12         16.087 0.03     WFAU19        "CWISE J212414.06+010003.8" 321.0578      0.9999476      15.654 0.022 14.184 0.017 12.41  ""    9.018  ""    ""     ""     ""     ""     ""             ""            ""          T5                 Burg06b        ""          95.0       95.0         57.0        3.0            Best20          ARG                         0.0                        
  "LSPM J2124+4003"            321.1346         40.0666           J2124+4004      Lepi03a                          N                                       N                                         N                   Field                        "2MASS J21243234+4003599" 321.134753     40.066662       2000-05-25  10.339  0.022      Cutr03      9.74    0.025      Cutr03      9.431    0.025       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J212432.87+400404.9" 321.1340791   40.0658677     10.211 0.014 10.106 0.01  8.839  0.024 8.721  ""    ""     ""     ""     ""     ""             M6.5          Lepi03a     ""                 ""             76.5        ""         76.5         68.921      0.022          Gaia23          HYA                         0.0                        
  "PSO J321.1619+18.8243"      321.1612         18.8241           J2124+1849      Best15                           N                                       N                                         N                   Field                        "2MASS J21243864+1849263" 321.161041     18.823978       1999-11-12  17.27   0.05       Kell15      16.18   0.05       Kell15      15.62    0.06        Kell15        ""         ""                          18.226  0.044    Best21         16.96   0.021    Schn23b       16.102  0.032    Best15         15.489 0.021    Schn23b       "CWISE J212438.91+184927.7" 321.1611273   18.8241113     14.675 0.016 13.977 0.015 12.597 0.486 8.882  ""    ""     ""     ""     ""     ""             ""            ""          L9                 Best15         ""          89.0       89.0         ""          ""             ""              CARN                        0.433                      
  "WISEA J212510.91-730758.8"  321.2928         -73.1319          ""              Meis20b                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          17.79    ""          Meis20b       ""         ""                          19.58   0.16     Meis20b        18.76   0.14     Meis20b       ""      ""       ""             ""     ""       ""            "CWISE J212511.30-730800.7" 321.2927551   -73.1318846    18.279 0.138 15.598 0.038 12.718 ""    9.272  ""    17.37  0.04   15.56  0.02   Meis20b        ""            ""          T8.0               Meis20b        ""          98.0       98.0         ""          ""             ""              CARN                        0.011                      
  "2MASS J21263403-3143224"    321.6418         -31.7229          J2126-3143      Reid08b                          N                                       N                                         N                   Field                        "2MASS J21263403-3143224" 321.641796     -31.722891      1999-06-19  13.467  0.029      Cutr03      12.79   0.026      Cutr03      12.394   0.002       McMa21        000        "VHS J212634.26-314325.8"   14.2981 0.0025   McMa21         13.3796 0.0015   McMa21        ""      ""       ""             ""     ""       ""            "CWISE J212634.28-314326.1" 321.6418075   -31.7228794    12.008 0.012 11.758 0.009 11.306 0.302 8.102  ""    ""     ""     ""     ""     ""             M9            Reid08b     M9                 Bard14         79.0        79.0       79.0         40.45       0.2            Gaia23          ABDMG                       0.0                        
  "2MASS J21265040-8140293"    321.7098         -81.6748          J2126-8140      Reid08b                          N                                       N                                         lowg                gamma                        "2MASS J21265040-8140293" 321.710024     -81.674812      2000-09-03  15.542  0.056      Cutr03      14.405  0.042      Cutr03      13.546   0.042       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J212650.75-814030.9" 321.7096278   -81.6747733    12.911 0.011 12.497 0.009 11.932 0.182 9.182  ""    ""     ""     ""     ""     ""             "L3 gamma"    Cruz09      "L2.4 VL-G"        Fahe16         83.0        82.4       83.0         28.8        0.8            Gaia23          CAR                         0.001                      
  "WISE J212657.77+253059.9"   321.7411         25.5185           J2126+2530      Luhm14a                          N                                       N                                         N                   Field                        "2MASS J21265788+2531080" 321.741172     25.518911       1997-10-30  12.612  0.022      Cutr03      11.974  0.023      Cutr03      11.572   0.02        Cutr03        000        ""                          ""      ""       ""             12.53   0.01     Dye_18        ""      ""       ""             ""     ""       ""            "CWISE J212657.71+253055.5" 321.7411134   25.5185808     11.328 0.012 11.036 0.007 10.644 0.084 8.823  ""    ""     ""     ""     ""     ""             M8            Kirk21      ""                 ""             78.0        ""         78.0         55.26       0.09           Gaia23          LCC                         0.0                        
  "2MASS J21265916+7617440"    321.7464         76.2954           J2126+7617      Kirk10                           "Y: Hsu_21"                             N                                         N                   Field                        "2MASS J21265916+7617440" 321.74652      76.295563       2000-06-07  14.336  0.032      Cutr03      13.586  0.039      Cutr03      13.16    0.039       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J212702.63+761756.8" 321.7458328   76.2954838     12.511 0.01  11.97  0.009 11.019 0.084 8.796  ""    ""     ""     12.03  0.02   Kirk21         L7            Kirk10      "T0 pec"           Kirk10         87.0        90.0       87.0         61.1        0.6            Gaia23          TAU                         0.0                        
  "CFBDS J212702.19+002344.7"  321.7591         0.3955            J2127+0023      Albe11                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J212702.25+002344.3"  19.07   0.04     Albe11         17.98   0.03     Albe11        17.53   0.03     Albe11         17.29  0.03     Albe11        "CWISE J212702.30+002343.9" 321.7591384   0.3954596      16.951 0.049 15.897 0.057 ""     ""    ""     ""    ""     ""     ""     ""     ""             ""            ""          T3.5               Albe11         ""          93.5       93.5         ""          ""             ""              ARG                         0.07                       
  "[HB88] M19"                 321.8589         -42.2551          J2127-4215      Hawk88a                          N                                       N                                         N                   FLD-G                        "2MASS J21272613-4215183" 321.858883     -42.255108      1999-08-20  13.321  0.023      Cutr03      12.665  0.023      Cutr03      12.186   0.023       Cutr03        000        ""                          14.178  0.055    Best21         13.288  0.023    Best21        12.726  0.023    Best21         12.166 0.023    Best21        "CWISE J212726.29-421520.5" 321.858867    -42.2551253    11.92  0.013 11.689 0.009 11.286 0.191 8.869  ""    ""     ""     ""     ""     ""             M7.5          Reid08b     "M8.5 FLD-G"       Gagn15c        77.5        78.5       77.5         28.76       0.18           Gaia23          ABDMG                       0.191                      
  "[HB88] M20"                 322.536          -44.7745          J2130-4446      Hawk88a;Kirk11                   N                                       N                                         N                   Field                        "2MASS J21300862-4446278" 322.535949     -44.774406      1999-08-20  14.315  0.03       Cutr03      13.604  0.029      Cutr03      13.163   0.029       Cutr03        000        ""                          15.125  0.058    Best21         14.281  0.03     Best21        13.665  0.029    Best21         13.143 0.029    Best21        "CWISE J213008.69-444634.7" 322.5359759   -44.774434     12.916 0.012 12.706 0.009 12.141 ""    8.697  ""    ""     ""     ""     ""     ""             ""            ""          M8.2               Bard14         ""          78.2       78.2         22.36       0.23           Gaia23          LCC                         0.0                        
  "2MASSW J2130446-084520"     322.686          -8.7557           J2130-0845      Kirk08                           N                                       N                                         N                   FLD-G                        "2MASS J21304464-0845205" 322.686005     -8.755703       1999-05-22  14.137  0.032      Cutr03      13.334  0.033      Cutr03      12.815   0.033       Cutr03        000        ""                          15.157  0.054    Best21         14.07   0.02     Best20        13.4    0.033    Best21         12.797 0.033    Best21        "CWISE J213045.02-084521.2" 322.6860905   -8.7557322     12.499 0.016 12.297 0.013 11.492 0.207 8.911  ""    ""     ""     ""     ""     ""             L1.5          Kirk08      M8.3               Bard14         81.5        78.3       81.5         37.5        0.3            Gaia23          USCO                        0.0                        
  "SDSS J213151.87-001432.4"   322.9662         -0.2422           J2131-0014      Scho09                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J213151.89-001433.3"  18.415  0.052    Lawr12         17.366  0.035    Lawr12        16.78   0.031    Lawr12         16.36  0.034    Lawr12        "CWISE J213151.90-001433.8" 322.9662281   -0.2420392     16.191 0.032 16.13  0.076 12.417 ""    8.254  ""    ""     ""     ""     ""     ""             L0            Scho09      ""                 ""             80.0        ""         80.0         ""          ""             ""              ARG                         0.0                        
  "SDSS J213154.43-011939.3"   322.977          -1.3273           J2131-0119      Chiu06                           N                                       N                                         N                   "SDSS J213154.43-011939.3"   "2MASS J21315444-0119374" 322.976842     -1.327066       1998-09-14  17.396  0.263      Cutr03      15.781  0.21       Cutr03      15.559   0.21        Cutr03        000        ""                          18.398  0.268    Best21         17.23   0.015    Gauz19        16.419  0.016    Gauz19         15.545 0.21     Best21        "CWISE J213154.35-011941.6" 322.9770032   -1.3272288     15.025 0.017 14.752 0.028 12.012 ""    8.746  ""    ""     ""     ""     ""     ""             L9:           Gauz19      L9                 Chiu06         89.0        89.0       89.0         23.2        0.17           Gaia23          TAU                         0.0                        
  "2MASS J21321145+1341584"    323.0477         13.6995           J2132+1341      Cruz07                           "Y: Sieg07b"                            N                                         N                   "2MASS J21321145+1341584"    "2MASS J21321145+1341584" 323.047724     13.699559       1998-09-24  15.795  0.062      Cutr03      14.604  0.058      Cutr03      13.839   0.058       Cutr03        000        ""                          16.883  0.051    Schn23b;UCS_24 15.636  0.008    Schn23b       14.651  0.05     Schn23b;UCS_24 13.809 0.005    Schn23b       "CWISE J213211.47+134156.2" 323.0476602   13.6994525     13.062 0.015 12.689 0.01  11.645 ""    8.973  ""    ""     ""     ""     ""     ""             L6            Cruz07      L5                 Burg10a        86.0        85.0       86.0         35.6        0.6            Dupu17          UCL                         0.0                        
  "PSO J323.1320+29.5308"      323.1314         29.5303           J2132+2931      Best20                           N                                       N                                         N                   Field                        "2MASS J21323154+2931489" 323.131429     29.53027        1997-10-30  16.329  0.123      Cutr03      16.282  ""         Cutr03      16.29    ""          Cutr03        000        ""                          17.26   0.052    Schn23b;UCS_24 16.134  0.013    Schn23b       16.198  0.052    Schn23b;UCS_24 16.539 0.055    Schn23b       "CWISE J213231.72+293151.6" 323.1316213   29.5302123     15.876 0.022 14.309 0.017 11.826 0.228 8.596  0.382 ""     ""     ""     ""     ""             ""            ""          T4.5               Best20         ""          94.5       94.5         33.0        4.0            Best20          ARG                         0.0                        
  "SDSS J213240.36+102949.4"   323.1681         10.497            J2132+1029      Chiu06                           N                                       N                                         lowg?               FLD-G?                       "2MASS J21324036+1029494" 323.168171     10.497078       2000-05-06  16.594  0.139      Cutr03      15.366  0.1        Cutr03      14.634   0.1         Cutr03        000        ""                          17.678  0.052    Schn23b;UCS_24 16.333  0.014    Schn23b       15.396  0.051    Schn23b;UCS_24 14.605 0.01     Schn23b       "CWISE J213240.47+102949.8" 323.1680454   10.4970208     13.981 0.014 13.599 0.012 12.603 0.524 8.594  ""    ""     ""     ""     ""     ""             ""            ""          "L2.0 FLD-G"       Gagn15c        ""          82.0       82.0         22.4        0.9            Sang23          CARN                        0.26                       
